q45,q46,q47,serial_number,date_int,stime,stimecheck,log_sheet,q1,q2,q2_1,q3,q4,q5,q6,q7,q8,q9,q10,q11a_n,q11b_n,q11c_n,q11c_n_001,q11e_n,q11f_n,q11g_n,q11h_n,q11a_b,q11b_b,q11c_b,q11e_b,q11f_b,q11g_b,q11h_b,q11a_o,q11b_o,q11c_o,q11e_o,q11f_o,q11g_o,q11h_o,q11i,q11i1,q11i2,q11i3,q11i4,q11i5,q11i6,q11i7,q11i_op,q11j,q12a_n,q12b_n,q12c_n,q12d_n,q12e_n,q12a_b,q12b_b,q12c_b,q12e_b,q12a_o,q12b_o,q12c_o,q12e_o,q12f,q13,q13_a,q13_b,q14,q14_a,q14_a1,q14_a2,q14_a3,q14_a4,q14_a5,q14_a_o,q15,q16,q17,q18_a,q_18b,q19,q20,q21,q22,q23,q23_a,q24a,q24a_1,q24b,q24b_1,q24c,q24c_1,q24c_2,q24c_21,q24c_22,q24c_23,q24c_24,q24c_25,q24c_2_o,q24c_3,q24d,q24d_1,q24d_2,q24e,q24e_1,q24f,q24f_1,q24f_2,q24g,q24g_1,q24h,q24h_1,q24i,q24i_1,q25,q25other1,q25other2,q25other3,q26_a,q26_b,q26_c,q26_d,q26_e,q26_f,q26_g,q26_h,q26_h_o,incompercent,q27_a,q27_b,q27_c,q27_d,q27_e,q27_f,q27_g,q27_h,q28a,q28b,q28c,q29,q30,q31,q32,q33,q34,q35.a,q35.b,q35.c,q35.d,q35.e,q35.f,q35.g,q35.h,q35.i,q35.j,q35.k,q36,q37.a,q37.b,q37.c,q38a,q38a1,q38a2,q38a3,q39a,q40a,q41a1,q41a2,q42a,q43a,q43a_o,q44a,q38b,q38b1,q38b1_A,q38b2,q38b2_A,q38b3,q38b3_A,q38b4,q38b4_A,q38b5,q38b5_A,q39b,q40b,q41b1,q41b2,q42b,q43b,q43b_o,q44b,q49,q49_o,q50,q50_o,q51,q52,q53,q54,q55,q56,q57,q58,end_time,end_time_check,version,id,uuid
Mount_Lebanon,Baabda,14,134,2021-12-17,17:23:00.000+02:00,2021-12-17T17:15:02.753+02:00,1,1,1,,1,4,12,1,70,2021-10-01,70,1,1,12,5,2,1000,5,5,5,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,8,1,12,10,1,200,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,2,NA,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,8000,NA,NA,3,1,NA,NA,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,2,,1,3,1,0,2,1,NA,لا شيئ,17:44:00.000+02:00,2021-12-17T17:15:02.753+02:00,v76J56snwoiqz2qXnhejk9,243274684,a04fcff6-0e58-4a5a-91ba-ea2f91c3ba30
Mount_Lebanon,Chouf,43,72,2021-12-18,09:11:00.000+02:00,2021-12-18T09:10:03.454+02:00,1,1,1,,1,2,12,1,70,2021-11-01,70,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,,22,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,12,1,بالشوب كنت افطس، بلا  كهربا,اسبوعين,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,3,1,1,3,1,1,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,2,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,,100,2,2,2,2,2,2,2,2,480,NA,NA,4,1,NA,NA,3,1,1,3,3,3,2,2,2,3,3,1,1,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,5,Sister,1,3,3,0,2,1,NA,لا شيئ,09:46:00.000+02:00,2021-12-18T09:10:03.453+02:00,v76J56snwoiqz2qXnhejk9,243508944,c874c42b-65a7-4cac-bbc1-0cb1435704ec
Mount_Lebanon,Keserwan,74,4,2021-12-23,10:41:00.000+02:00,2021-12-23T13:19:45.753+02:00,1,1,1,,1,1,12,1,200,2021-11-01,60,1,1,11,10,1,700,5,4,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,12,1,10,10,1,750,2,NA,NA,NA,2,NA,NA,NA,2,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,1,0,1,1,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,2,NA,2,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,90,NA,NA,10,NA,NA,NA,NA,,100,3,2,2,1,2,2,2,2,9000,100,NA,1,1,NA,NA,3,1,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,4,,1,4,2,1,2,1,NA,عم ندفع مبلغ كتير عالية و ما عم نحصل على تغذية كافية من المولدات ما في رقابة,11:03:00.000+02:00,2021-12-23T13:19:45.753+02:00,v76J56snwoiqz2qXnhejk9,245069818,ffb54d91-4608-40e6-a701-fefdf1d450d1
South_Lebanon,Bint_Jbeil,184,111,2021-12-10,11:05:00.000+02:00,2021-12-10T10:27:03.141+02:00,1,1,1,,1,2,12,1,80,2021-12-01,23,1,1,12,5,2,1550,2,2,4,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,5,1,12,5,2,200,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,2,NA,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,2,NA,3,NA,NA,1,1,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,Assistance from family,100,2,2,2,2,2,2,2,2,900,NA,NA,3,1,NA,NA,3,0.9,2,3,3,1,2,3,3,3,2,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,4,1,0,1,1,NA,,11:23:00.000+02:00,2021-12-10T10:27:03.141+02:00,v76J56snwoiqz2qXnhejk9,240643219,fba7a5fe-7c53-49cf-bcbf-5623d4e80103
South_Lebanon,Sour,161,3,2021-12-04,10:26:00.000+02:00,2021-12-04T10:23:38.159+02:00,1,1,1,,1,1,12,1,40,2021-12-01,25,1,1,8,5,2,175,4,4,4,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,5,1,12,5,2,35,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,1,1,30,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,,100,2,2,2,2,3,2,2,2,900,NA,NA,3,1,NA,NA,3,0.9,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,1,1,1,0,2,1,NA,,10:36:00.000+02:00,2021-12-04T10:23:38.162+02:00,vjzEYaa2EuXKVFwdFZXSmw,238577074,3ca07186-df39-4108-9dda-6673dae2270f
South_Lebanon,Saida,160,57,2021-12-07,14:57:00.000+02:00,2021-12-07T15:23:59.098+02:00,1,1,1,,1,1,12,1,40,2021-11-01,35,1,1,8,10,2,600,2,5,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,3,1,12,10,2,80,2,NA,NA,NA,2,NA,NA,NA,2,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,2,NA,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,3,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,Assistance from family,100,2,2,2,2,2,2,2,2,800,NA,NA,3,1,NA,NA,3,0.8,2,3,3,3,2,3,3,3,2,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,1,1,1,0,2,1,NA,,15:17:00.000+02:00,2021-12-07T15:23:59.111+02:00,v76J56snwoiqz2qXnhejk9,239594476,c3b5c9af-7d62-4c37-afc6-d6b0bf59aa6a
South_Lebanon,Bint_Jbeil,182,124,2021-12-12,12:12:00.000+02:00,2021-12-10T14:51:37.107+02:00,1,1,1,,1,2,6,1,50,2021-10-01,66,1,1,8,5,2,396,2,2,4,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,5,1,10,5,2,60,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,1,2,2,NA,1,2,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,3,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,Assistance from family,100,2,2,2,2,2,2,2,2,800,NA,NA,3,1,NA,NA,3,0.8,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,1,2,1,0,2,1,NA,,12:35:00.000+02:00,2021-12-10T14:51:37.108+02:00,v76J56snwoiqz2qXnhejk9,246313427,603c5477-c31d-45c4-94a0-b11f69c6b7b8
North_Lebanon,Tripoli,92,51,2021-12-18,12:00:00.000+02:00,2021-12-18T12:01:19.358+02:00,1,1,1,,1,3,12,1,50,2021-07-01,60,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,,20,1,12,3,1,50,2,NA,NA,NA,2,NA,NA,NA,0,2,,,1,1,1,0,0,0,0,,2016-12-01,200000,0,NA,NA,1,2,2,2,2,NA,1,1,1,1,2,,,NA,NA,NA,NA,NA,,NA,2,,NA,1,1,2,NA,NA,1,1,1,1,2,NA,2,NA,NA,NA,NA,50,NA,NA,NA,NA,50,NA,,100,2,2,3,3,3,3,3,3,800,35,200,4,1,NA,NA,1,0.8,2,2,1,1,1,2,2,2,1,2,2,3,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,4,0,,0,,0,,1,In-kind distribution on streets,0,,1,NA,NA,NA,Food,1,,2,1,,2,,1,5,1,0,2,1,NA,0,12:21:00.000+02:00,2021-12-18T12:01:19.363+02:00,v76J56snwoiqz2qXnhejk9,243168594,5c9da48a-4e30-4d78-bbba-88726a79180f
South_Lebanon,Nabatiyeh,181,23,2021-12-05,11:48:00.000+02:00,2021-12-05T11:47:29.009+02:00,1,1,1,,1,2,10,1,30,2021-09-01,26,1,1,10,5,2,400,1,4,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,6,1,12,5,1,30,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,3,1,7,2,NA,1,2,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,,100,2,2,2,2,2,2,2,2,500,NA,NA,4,1,NA,NA,3,0.8,1,3,3,3,3,3,3,3,3,3,3,3,1,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,1,1,0,0,2,1,NA,"لا يوجد كهرباء أصلاً وهي تبقى مقطوعة

كانت خائفة جداً من نشر معلوماتها واعطيتها رقمي (قال اذا فضحتها بدها تتشكى عليي)",12:08:00.000+02:00,2021-12-05T11:47:29.010+02:00,vjzEYaa2EuXKVFwdFZXSmw,238988298,208f558f-4fff-48cd-8f8d-e4906ef310dc
South_Lebanon,Marjaayoun,188,104,2021-12-10,09:12:00.000+02:00,2021-12-10T08:56:47.995+02:00,1,1,1,,1,2,8,1,30,2021-11-01,25,1,1,10,5,2,250,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,5,1,10,5,2,30,2,NA,NA,NA,2,NA,NA,NA,2,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,2,NA,2,NA,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,2,NA,3,NA,NA,1,2,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,3,2,2,2,2,2,2,2,500,NA,NA,4,1,NA,NA,3,0.8,2,3,3,3,1,1,2,3,2,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,1,4,0,0,2,1,NA,"الكهرباء مشكلة فعلية
ونحن لا نعرف الى متى سنبقى نعيش بهذه الطريقة؛ ونبقى على امل تحسن الوضع ولكن هو دائما يتراجع",09:31:00.000+02:00,2021-12-10T08:56:47.995+02:00,v76J56snwoiqz2qXnhejk9,240596405,83c2dc81-9d45-4ced-87f8-cd25e7ed700a
Beqaa,Baalbeck,145,34,2021-12-12,10:50:00.000+02:00,2021-12-12T10:49:31.281+02:00,1,1,1,,1,2,20,1,80,2021-09-01,104,1,1,9,5,2,900,3,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,13,1,4,5,2,100,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,4,2,1,3,1,2,2,NA,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,2,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,1000,NA,NA,3,1,NA,NA,3,0.8,3,3,1,3,1,1,1,2,1,1,2,3,1,1,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,5,2,4,2,1,NA,لا يوجد,11:14:00.000+02:00,2021-12-12T10:49:31.281+02:00,v76J56snwoiqz2qXnhejk9,241102646,2be28e0b-360a-4ba3-8f77-d8de1c480d85
Beqaa,West_Bekaa,137,12,2021-12-10,10:57:00.000+02:00,2021-12-10T10:56:28.823+02:00,1,1,1,,1,22,22,3,35,2018-07-01,35,1,1,2,10,2,136,3,3,3,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,0,1,2,10,2,60,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,1,2,NA,2,NA,2,NA,2,,,NA,NA,NA,NA,NA,,NA,2,,NA,2,NA,2,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,1000,NA,NA,3,1,NA,NA,3,0.5,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,1,2,1,0,2,1,NA,لا يوجد,11:24:00.000+02:00,2021-12-10T10:56:28.822+02:00,v76J56snwoiqz2qXnhejk9,240621960,c8918d54-a50f-422a-9541-fe677b384547
Beqaa,Rachaya,138,16,2021-12-10,13:36:00.000+02:00,2021-12-10T13:35:30.301+02:00,1,1,1,,1,2,15,1,45,2021-06-01,21,1,1,6,10,2,700,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,16,1,9,10,2,70,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,2,NA,1,2,1,2,2,,,NA,NA,NA,NA,NA,,NA,2,,NA,2,NA,2,NA,NA,1,1,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,700,NA,NA,3,1,NA,NA,3,0.5,2,2,1,2,2,2,2,2,1,1,1,3,1,1,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,2,3,1,3,2,1,NA,لا يوجد,13:52:00.000+02:00,2021-12-10T13:35:30.301+02:00,v76J56snwoiqz2qXnhejk9,240621983,309905a9-8d62-42fe-80dd-84aa9dd05ad5
Beqaa,Hermel,148,22,2021-12-11,10:07:00.000+02:00,2021-12-11T10:05:21.867+02:00,1,1,1,,1,1,6,1,100,2021-10-01,70,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,7 1,1,0,0,0,0,1,0,,23,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,18,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2,NA,4,2,1,5,1,2,1,2,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,2,2,NA,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,700,NA,NA,4,1,NA,NA,3,0.5,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,4,,1,4,2,0,1,1,NA,لا يوجد,10:30:00.000+02:00,2021-12-11T10:05:21.867+02:00,v76J56snwoiqz2qXnhejk9,240889289,6d522384-cc33-4227-a2ea-e8dd76ae1e9d
Mount_Lebanon,Baabda,12,60,2021-12-12,20:16:00.000+02:00,2021-12-12T20:12:07.122+02:00,1,1,1,,1,1,12,1,30,2021-12-01,130,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1 2,1,1,0,0,0,0,0,,23,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,12,2,,,1,5,0,0,0,0,1,ضؤ بيتشرج على الكهرباء,2018-12-01,10,0,NA,NA,1,2,4,2,1,30,2,NA,1,1,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,1,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,Assistance from family,100,2,2,2,2,2,2,2,3,500,NA,NA,4,1,NA,NA,3,0.4,2,3,3,3,3,3,3,3,3,2,1,4,1,1,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,1,,1,1,1,0,2,1,NA,,20:50:00.000+02:00,2021-12-12T20:12:07.126+02:00,v76J56snwoiqz2qXnhejk9,241524519,3474c8d7-e86f-49b7-858b-c31f4dd8bbf1
Beqaa,Baalbeck,143,30,2021-12-12,09:31:00.000+02:00,2021-12-12T09:30:44.266+02:00,1,1,1,,1,2,12,1,22,2021-10-01,70,1,1,8,3,2,116,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,14,1,12,3,1,50,2,NA,NA,NA,2,NA,NA,NA,0,2,,,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,2,2,2,NA,1,2,1,3,3,,,NA,NA,NA,NA,NA,,NA,3,,NA,3,NA,3,NA,NA,1,2,1,3,2,NA,2,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,,100,2,2,2,2,2,2,2,2,400,NA,NA,3,1,NA,NA,3,0.4,2,2,1,1,2,2,2,2,2,1,1,2,1,1,1,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,1,,4,,1,3,1,0,1,1,NA,لا يوجد,09:52:00.000+02:00,2021-12-12T09:30:44.268+02:00,v76J56snwoiqz2qXnhejk9,241102627,2d6f920a-1e92-4a88-87bf-85719b7113dd
South_Lebanon,Sour,161,9,2021-12-04,12:11:00.000+02:00,2021-12-04T12:09:50.315+02:00,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,12:11:00.000+02:00,2021-12-04T12:09:50.315+02:00,vjzEYaa2EuXKVFwdFZXSmw,238568915,2b6ca2e4-115b-4b81-a72f-1c0ac963086f
South_Lebanon,Sour,161,6,2021-12-04,11:41:00.000+02:00,2021-12-04T11:40:16.994+02:00,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,11:41:00.000+02:00,2021-12-04T11:40:16.993+02:00,vjzEYaa2EuXKVFwdFZXSmw,238577076,8f32a014-440c-4a4d-975b-2e2c025c8f3d
South_Lebanon,Sour,161,7,2021-12-04,11:41:00.000+02:00,2021-12-04T11:41:22.378+02:00,3,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,11:42:00.000+02:00,2021-12-04T11:41:22.378+02:00,vjzEYaa2EuXKVFwdFZXSmw,238577079,bb5876de-2ffe-4977-bec8-bd83cc94ea53
South_Lebanon,Sour,162,10,2021-12-04,14:10:00.000+02:00,2021-12-04T14:09:35.566+02:00,4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,14:11:00.000+02:00,2021-12-04T14:09:35.578+02:00,vjzEYaa2EuXKVFwdFZXSmw,238602656,0d72413a-ba8b-46ef-8006-99d6b04eda03
